"label","fitur"
1,"di muara karang terjadi perampokan disertai pembunuhan terhadap seorang pedagang bakmi di muara karang belakang superindo ada kejadian pembunuhan encim yang dibunuh perampok tapi skrg pelakunya sdh ditangkap encim tukang bakmi di pasar muara karang"
1,"jembatan suramadu bebas dari aktivitas orang dan kendaraan bebas dari segala bentuk aktivitas orang dan kendaraan dalam rangka memutus rantai penyebaran virus covid di kota surabaya jembatan suramadu jumat maret pukul wib sabtu maret pukul wib wib minggu maret pukul wib"
1,"tekan cancel dua kali sebelum masukkan kartu atm pesan dari staf perbankan sebuah nasehat yang sangat berguna ketika kita menarik uang dari atm tekan cancel dua kali sebelum masukkan kartu atm jika ada orang telah memasang sesuatu di tombol untuk mencuri kode atmmu hal ini akan membatalkan apa yang telah dipasang oleh pencuri jadikan hal ini suatu kebiasaan dalamm setiap transaksi yang kamu lakukan"
1,"detik bapak mistadi diterkam harimau sumatera detik dimana bapak mistadi diterkam harimau sumatera dikebun muplih ataran penamaran desa kota agung bersebelahan lgsg dgn desa rekimai jaya sdtturut berduka sedalam dalamnya"
1,"perampokan bank bri di lhok nibong aceh timur itu video kejadian perampokan bank bri lhok nibong tahun bukan hari ini dan bukan sekarang ini seperti diunggah akun di media sosial itu"
1,"kivlan zein dan soenarko bebas hari ini alhamdulillah jendral purnawirawan kivlan zein dan soenarko bebas hari ini"
1,"partai golkar mengajukan surat permohonan pembatalan hasil pilpres eng ing eng ada apakah gerangan partai golkar tiba mengajukan surat permohonan pembatalan hasil pilpres yg diumumkan kpu mei ke mk gerakankedaulatanrakyat"
1,"wiranto akan melakukan kecurangan terhadap peghitungan suara nah lopara petinggi hanura pusat bicara blak kan sepak terjang wiranto seorang wiranto udah jelas niat wiranto akan melakukan kecurangan terhadap peghitungan suara yg bongkar ini pimpinan partai hanura sendiri"
1,"adanya teroris di minut sulawesi utara info di desa klabat terkini terjadi kekacauan kepada seluruh ormas adat minahasa dan tou minahasa di harapkan kehadirannya sekarang juga di desa klabat terkini kedatangan orang orang tanpa identitas ktp dan tanpa surat jalan dari dorang pe asal dan ketika di tanya oleh kuntua cuma ja tatawa akangdorang yang ingin membuat keonaran di tana minahasa"
1,"mobil avanza masuk makam di sukorejo dikarenakan hal mistis avanza tadi malam supirnya digoda cewek diajak mampir kerumahnya dan disuruh nginep pager sekelilingnya masih utuh hantu milenial suka avanza hehehehe"
0,"sri mulyani beri klarifikasi terkait sajak yang berisi tentang keluarga kehilangan dan lion air jt setelah setelah saya konfirmasi beliau menyatakan tidak membuat tulisan tersebut"
0,"tni indonesia tidak langgar perbatasan timor leste david diaz ximenes anggota komisi viii parlemen nasional bidang pertahanan dan kerjasama luar negeri timor leste sempat menuduh ada warga negara indonesia dari desa manusasi sudah melanggar perbatasan antara indonesiatimor leste"
1,"korban radiasi hp bukan berantem sama orang apa lagi sama pacar"
0,"sindrom siklopia cyclopia juga cyclocephaly atau synophthalmia adalah bentuk langka dari holoprosencephaly"
1,"gambar masjid pertama di atas kapal induk saya bersumpah akan bagikan masjid pertama diatas kapal ini udah janji ayo tepati siapa yg bagikan n menulis aamiin semoga besok pagi berlimpah rezekinya aamiin"
1,"permen mengandung narkoba kasus siswa sd solok kepala bbpom padang martin suhendrik menjelaskan pihaknya langsung menurunkan tim untuk mengambil sampel permen yang disebut mengandung narkoba kami mendapat info terkait kasus tersebut jumat lalu dari pihak kepolisian hari itu juga saya perintahkan tim turun hasil dari uji labor permen dimaksud negatif dari unsur narkoba terang martin"
0,"sering minum es dapat sebabkan batuk dan pilek jangan minum air es terlampau banyak ingatlah bahwa anda saat ini sudah mulai batuk dan pilek"
1," it kpu dituding curang matikan server situs kpu memanasnya pemilihan gubernur dki jakarta banyak memunculkan spekulasi yang berujung pada hasut maupun fitnah seperti salah satu akun pengguna facebook ini yang menilai bahwa ada kecurangan yang dilakukan oleh pihak it dari kpu yang mematikan server se"
0,"larangan takbiran di dki jakarta undangan terbuka untuk umat islam untuk menghidupkan malam idul fitri sekaligus melestarikan tradisi muslim di nusantara front pembela islam fpi akan menggelar acara takbiran keliling besarbesaran pada"
1,"april mop hari dimana umat islam di bantai hari ini bertepatan dengan tanggal di bulan april dimana tanggal yang dikatakan banyak orang dengan sebutan april mop "
1,"us government funded insect spy drone and already in production us government funded insect spy drone and already in production"
1,"foto anies baswedan panen padi masih hijau total kadrun idiot "
1,"haramnya ilmu filsafat hukum belajar ilmu filsafat"
1,"foto struk tarif tol ditambah dengan tarif tilang di jalan tol jombangmojokerto ati yg lewat tol kecepatan di atas rata rata di tilang gak bisa ngelak rumus jarak di bagi waktu dan bayar tilang di pintu keluar tol"
1,"foto all jakarta water park perkenalkan all jakarta water park"
1,"pilpres dibatalkan ditunda sampai pilpres dibatalkan ditunda sampai jika ini terjadi tamparan telak buat yg niat memanzulkan presiden"
1,"ghost was exercising after pm weird things happening at deserted japani park rohini due to corona fear nobody visits park ghost was exercising after pm witnessed by full police team"
1,"fadlizon mendaulat anies jadi duta germo tukang bo ong jadi duta germo demi mewujudkan janji saat kampanye jakarta bermaksiat aniesbaswedan segera menyiapkan new normal untuk diskotek dan panti pijat atas prestasi spektakuler membuka diskotek dan panti pijat yang dipuja kaum kadrun kadal gurun ini fadlizon mendaulat anies jadi duta germo"
1,"video setelah lockdown maradona after lockdown maradona atau yang jika diterjemahkan ke bahasa indonesia setelah lockdown maradona"
1,"diy menjadi daerah percontohan untuk new normal kabar gembira diy dari keterangan humas satgas covid prov diy kenapa diy menjadi percontohan untuk new normal karena sebenarnya masyarakat diy sadar betul dengan bahaya pandemi ini disiplin dan kepatuhan masih tinggi bila dibanding dgn daerah lain tingkat kesembuhan tinggi kasus meninggal relatif sedikit itupun krn ada penyakit penyerta dan sudah lanjut usianya kasus positif relatif pasif dan yg sudah terjadi penularan murni dari luar importir "
1," kecamatan di lampung red zone covid hatihati lampung sudah masuk zona merah"
1,"dangerous snack made in israel caution this snack is dangerous made in israel and exported to asian countries this snack contains a tablet that can make someone paralyzed therefore don t buy don t eat please spread "
1,"video cari sensasi biar makin terkenal oleh opposite cari sensasi biar makin terkenal ada jg yg katanya publik figur rela mereceh demi cari panggung power of forindonesia forindonesia"
1,"anak sd ikut demo juga kemaren anak stmsma anak sd aja paham kalau ini negara sedang tidak beres anak sd ikut demo juga kemaren anak stmsma anak sd aja paham kalau ini negara sedang tidak beres"
1,"bantahan informasi terkait seruan supporter sepak bola indonesia ikut demo di dpr peringatan untuk seluruh anggota the jakmania untuk tetap berada di jalur sepak bola khususnya persija jakarta tidak diperkenankan menggunakan atribut persija jakarta atau the jakmania untuk aktivitas di luar sepak bola komando kalian datangnya dari koordinator wilayah korwil masingmasing"
1,"beredar namanama menteri dan pejabat setingkat menteri kabinet jilid ii yang diputuskan jokowi maruf di istana bogor risalah rapat pengangkatan menteri pembantu presiden dalam kabinet kerja jilid ii periode "
1,"gambar karikatur di media prancis gambar karikatur di media prancis tentang pilpres indonesia yang menelan korban jiwa kpps orang"
0,"kpu bantah tuduhan server disetting untuk menangkan jokowi dan akan lapor bareskrim breaking newsexclamation pak wahyu mantan staff jokowi di solo bongkar server kpu di singapur udh setting kemenangan jebol salah satu dari servernya sebarkan viralkan loudsound"
1," minggu kedepan padang hati hati dan waspada gempa sr minggu kedepan padang hati hati dan waspada gempa sr di dasar laut siberut di kedalaman km di bawah dasar laut mentawai"
0,"muncul isu akan terjadi gempa di palu pada desember bmkg angkat bicara kepala stasiun geofisika klas i palu cahyo nugroho isu itu tidak benar atau hoax belum ada teknologi yang dapat memprediksi akan terjadinya suatu gempa bumi di sebuah wilayah "
1,"jumlah bencana dari soeharto hingga jokowi bencana dari zaman orba sd sekarang soeharto thn kali bencana gusdur thn bln kali bencana megawati thn kali bencana sby thn kali bencana jokowi thn kali bencana sumber tempo"
1,"ktp bernama selamat idul adha di hari raya idul adha ini di berbagai media sosial beredar gambar ktp elektronik bernama selamat idul adha dengan alamat di baron cilik rt rw kelurahan bumi kecamatan laweyan solo jawa tengah"
1,"framing asing di berita pelayanan turis pasca gempa lombok harap maklum presiden jokowi antek asing daripada rakyat nya sendiri "
0,"pesawat citilink qg rute semarangsurabaya tidak hilang manajemen citilink indonesia memastikan keselamatan dan keamanan setiap penerbangan"
1,"surat perintah pendataan tenaga medis dan non medis rumah sakit tahun beredarnya surat yang berisikan perintah pendataan tenaga medis dan non medis rumah sakit "
1,"mengetahui kandungan pasta gigi dari kode warna coba cek kode warna register pd pasta gigi anda letaknya ada diujung tengah pasta gigi"
1,"ahok ciptakan lirik lagu tuhan tidak tidur meskipun kini ahok berada di jeruji besi bukan berarti dia tak bisa melakukan apapun"
1,"artikel analisis mulyo wibisono yang diedarkan kembali alisis mantan badan intel strategis bais bicara soal terorisme di indonesia quote mulyo wibisono mantan komandan satgas intel badan intelijen strategis bais laksamana pertama tni purnawirawan "
0,"mantan presiden ri ke di nobatkan sebagai pemilik iq tertinggi sepanjang sejarah manusia namun di sia siakan oleh bangsa indonesia mcabreackingnewsupdatenews mohon doa nya sejenak kabar dari wadir rspad mantan presiden ri ke di nobatkan sebagai pemilik iq tertinggi sepanjang sejarah manusia namun di sia siakan oleh bangsa indonesia sebuah situs opishposhcom telah merilis manusia dengan iq tertinggi dengan judul people with the highest iq ever recorded sbb "
1,"penampakan ufo di langit california amerika serikat penampakan ufo di california selatan"
1,"kepala sman lamongan akui penulis surat untuk ahok adalah siswinya memang siswi saya angkatan alumni "
0,"luhut melarang anies merombak pejabat dki punya kewenangan apa si mantan jendral yang sengak ini "
1,"jne bagibagi telepon genggam samsung s jne bagibagi telepon genggam samsung s"
0,"uang rupiah baru bertandatangan menteri keuangan coba perhatikan tanda tangan yg tercantum dalam uang rupiah cetakan lama dan yg baru ada perbedaan yg sangat prinsip intinya uang rupiah yang lama di ttd gubernur bi dan salah satu deputy bi uang baru di ttd gub bi dan menteri keuangan semua uang yg baru tanda tangannya ada campur tangan pemerintah yg selama ini nggak pernah menteri keuangan ikut ttd uang rupiah uang baru mencantumkan tulisan negara kesatuan republik indonesia menghilangkan tulisan bank indonesia hanya ada dicantumkan di muka belakang satu lagi"
0,"anda pernah membully orang lain anda pernah membully orang lain tafsir alhujurat ayat "
0," cara menandai situs berita palsu cara ini membuat anda bisa mencegah berita bohong atau hoax tersebar lebih luas dengan mengetahui keaslian dari suatu situs berita"
1,"beredar bendera pki di manado di manado sudah beredar bendera pki bagaimana tindakan pemerintah apa masih melarang aparat untuk tidak berlebihan organisasi berlambang palu arit ini"
1,"kenaikan tarif tol adalah karena jokowi dear haters sebelum jadi bahan ketawaan baca ini dulu ya kenaikan tarif tol per nov didasarkan pada mandat undangundang nomor tahun tentang jalan pasal ayat iii pasal itu menyebutkan kenaikan tarif tol mengalami penyesuaian setiap dua tahun sekali"
0,"bisnis penjualan fanpage bisnis penjualan fanpage"
1,"pendidikan agama islam dan bahasa arab ditiadakan di sekolah madrasah ra mi mts dan ma pendidikan agama islam pai dan bahasa arab ditiadakan di sekolah madrasah ra mi mts dan ma parah"
1,"pria meninggal jantungnya kekurangan oksigen karena menggunakan masker innalillahi wainnaillaihi rojiunkorban gowes pake masker td pagi dibelakang citragrand an kollautt didik hari prasetyosemoga amal ibadahnx diterima allah swt"
1,"operasi simpatik polri operasi simpatik dilarang berboncengan untuk memutus rantai covid yg melanggar kena tilang bagen surat komplit ngakaknjirr"
1,"akun twitter resmi menteri pendidikan dan kebudayaan nadimmakarim akun twitter resmi menteri pendidikan dan kebudayaan menujuindonesiamaju akun dikelola oleh admin"
1,"info kemkes kota zona kuning corona info kemkes kota zona kuning corona medan batam jkt sby bali dan manado sediakan masker di rumah dan hand sanitizer usahakan jangan dl ke tempat umum dan travelling"
1,"wuhan china orang berteriak gak karuan keadaan di kota wuhan china saat ini semakin mencekam orang berteriak gak karuan"
1,"same sex marriage procession in a churh procession moment of same sex marriage in a churh very christian the beauty of sharing wiping sweat momen prosesi pernikahan sejenis di sebuah gereja kristiani sekali indah nya berbagi lap kringet "
1,"dwayne the rock johnson meninggal saat syuting dwayne the rock johnson meninggal dunia di usianya yang ke tahun setelah gagal melakukan aksinya"
0,"lpg liquified petroleum gas merasa ditipu karena isi tabung gas berupa air dua pria ini terbakar saat mengeluarkan air dari tabung gas tersebut padahal namanya lpg liquified petroleum gas"
1,"kas negara kosong hutang bejibun subsidi untuk rakyat dicabut semua dijual tetapi kas negara kosong"
0,"klarifikasi bin terkait pesan berantai yang sebut tokoh pendukung prabowosandiaga sedang dimonitori oleh aparat tokoh pendukung capres kena motif siapa saja mereka"
1,"berhasil meruntuhkan masjid bukan membangun ythirjoko widodo anda presiden pertama dan terakhir berprestasi di dunia berhasil meruntuhkan masjid bukan membangun masjid hahahaha jokowijokowi"
1,"pemegang flyer bernama pujiastuti hastasiwi setahu saya pemegang flyer ini namanya pujiastuti hastasiwi dia mantan karyawan sy resign karena ikut suami pindah ke bekasi dan dia lulusan smea swasta di daerah magelang resign th yll pada usia th"
0,"nunggak bpjs tak bisa urus simstnk pihak terkait berikan klarifikasi penduduk yang belum mendaftarkan diri dan anggota keluarganya setelah tanggal januari dikenakan sanksi administrasi berupa pencabutan layanan publik tertentu meliputi"
0,"klarifikasi bmkg terkait prediksi gempa bermagnitudo dan tsunami di beberapa daerah jateng pesan yang beredar sudah dapat dipastikan hoaks"
1,"narasi surat kabar luar negri mengenai koran independent observer woooww surat kabar luar negri memberitakan jokowi tukang ngibul sadiiiiissss"
1,"mana cangkem yg suka tereak saya indonesia saya pancasila kami bukan merah putih"
0,"bukan hoax fpi ikut buka bersama di masjidilaqsa hadir dalam misi tersebut adalah ustad bachtiar nasir dari aql juga dari fpi serta beberapa ustad lainnya di sela acara itu ada mou dengan yayasan ihya untuk program palestina"
0,"klarifikasi rumah sakit umum cut nyak dien meulaboh terkait isu keluarnya dokter spesialis jantung karena tak digaji kemarin ini dokter spesialis jantung itu bernama dr kamariah dan benar sempat seminggu pergi tapi perginya untuk mengurus ijin praktek ke idi"
1,"informasi biaya tilang terbaru biaya tilang terbaru di indonesia kapolri baru mantap biaya tilang terbaru di indonesia kapolri baru mantap "
0,"dituding menculik dan berat sebelah pada kasus pt rum kapolres sukoharjo beri klarifikasi kapolres sukoharjo akbp iwan saktiadi tidak ada istilah diculik kita saat melakukan penangkapan menemui keluarganya kalau mahasiswa mengatakan diculik mohon ditelisik kembali kata diculik asalnya dari mana apa logika mereka kami datang jelas dengan surat perintah tugas "
0,"zuckerberg ungkap facebook segera dirombak dalam setahun terakhir facebook dikritik tajam karena dianggap sebagai tempat penyebaran informasi palsu atau hoax yang membuat pengguna terpecah belah selain itu beberapa mantan eksekutif facebook juga mengkritik bahwa media sosial ini tidak bermanfaat"
1,"amien rais uang korupsi yang saya terima hanya juta amien rais uang korupsi yang saya terima hanya juta saya berharap rakyat bisa memaafkan "
1," wakil bupati ciamis dukung ahok ke jakarta dan gunakan kaos berlogo palu arit wakil bupati ciamis blusukan di jakarta selatan utk menagkan ahok wakil bupati ciamis pake baju pki"
1,"markas indonesia mengajar dijadikan basecamp oleh anies di pilkada dki markas indonesia mengajar yg seharusnya bebas dari kepentingan politik dijadikan basecamp oleh anies di pilkada dki"
1,"seluruh mahasiswa di pekanbaru sudah menduduki gedung dprd riau menuntut pemerintah untuk reformasi jilid seluruh mahasiswa di pekanbaru sudah menduduki gedung dprd riau menuntut pemerintah untuk reformasi jilid semngat saudaraku berjuang demi rakyat smpai titik dara penghabisan lengserkan rezim jokowi jogos"
0,"arti kata pokemon dalam bahasa syriac yang berarti aku yahudi dalam sebuah dokumen negara yang dirampas pasukan amerika serikat ketika melakukan kudeta pada lalu terungkap bahwa ada tindakan tidak terpuji atau pesan negatif yang terdapat di balik film itu"
0,"jokowi lebih memilih helikopter buatan luar negeri dibandingkan buatan pt dirgantara indonesia insting makelar aku awalnya kaget membaca berita dari berbagai media nasional soal pembelian hellikopter presiden jokowi dalam berita banyak disebutkan ptdi produksi hellikopter sendiri jenis ec dan lebih canggih kenapa pemerintah membeli helikppter vvip aw produksi italia dan inggris itu "
1,"lowongan kerja komisi pemberantasan korupsi indonesia lowongan kerja komisi pemberantasan korupsi kpk indonesia"
1,"model baru baju batik korpri model baru ni ye yg melihat pasti tertawa cara perpakaiannyabukan di lihat rapi tapi jawab sendiri ya takut dosa"
1,"wapres maruf amin sebut pemimpin tidak berdosa kalau rakyatnya kelaparan wapres kita berdosa jika melihat tetangga kelaparan tapi pemimpin tidak berdosa kalau rakyatnya kelaparan"
1,"info resmi polda diy ada modus baru tindak kriminal info resmi dari polda diy ada modus baru tindak kriminal yang diberi nama jogya yess"
1,"korban virus corona korban virus corona"
1,"sekeluarga kena corona tinggal di bintaro sektor namanya nama disensor terkait kenyamanan keluarga korban meninggal hari selasa tgl maret jam kemarin sore karena serangan corona dia sekeluarga kena semua suaminya anaknya masih diisolasi sektor "
1,"foto gereja bergamo italia hari ini gereja bergamo italia hari ini semoga semua orang italia beristirahat dengan tenang"
1,"orang yang bergolongan darah o lebih rentan terinfeksi virus corona or ng mem l k golong n d r h o terb l ng leb h j r ng t u leb h sed k t d b nd ngk n deng n or ng y ng mem l k golong n d r h sel n o berb c r golong n d r h mem ng sesu tu h l y ng men r k p s lny d beber p h l sej uh n y ng tel h d ket hu tent ng k r kter st k golong n d r h n "
1,"uk mau di shariah kan oleh kaum pengungsi suriah uk mau di shariah kan oleh kaum pengungsi suriahmereka ditampung dulu karna rasa kemanusiaan oleh kaum mayoritas kristen disanatapi lihat sekarang apa yg terjadi "
1,"surat pemberitahuan pengangkatan pns tanpa tes untuk honorer informasiuntuk tenaga honorer guru dan tenaga administrasi sekarang sudah ada kebijakan yang diberikan pemerintahmenindak lanjuti rekomend dari mempan rb ke bkn pusat bagi honorer umur tahun keatasuntuk diankat menjadi pnstanpa tes berdasarkan kouta kekosongan di daerahnya masingmasingdan memenuhi persyrtan yang telah ditentukan lebih jelasnya silahkan konpirmasi lansung dengan drs muhiqbalbagian pengadaan dan kepangkatan pns bkn pusat no wa"
1,"penjelasan terkait isu ahok dan antasari azhar menjadi dewan pengawas kpk banyak sekali hoaks yang beredar ya di media sosial padahal uu kpk yang baru hasil revisi kan belum disahkan dan belum bisa diterapkan"
1,"jangan mengkonsumsi bawang yang telah dikupas karena menyerap kuman dan virus di udara jadi tempatkanlah beberapa butir bawang merah yang telah dikupas dalam sebuah mangkuk tempatkan di kamar tidur dan ruang keluarga ganti setiap hari maka anda akan terbebas dari virus dan bakteri"
1,"lady gaga melantunkan surat adduhaa menghobohkan dunia lady gaga melantunkan surat adduhaa"
1,"artis mat solar meninggal dunia innalillahi wainnalillahi rohjiun semoga almarhum bpk hmat solar diampuni segala dosa dosanya selama didunia keluarga yg ditinggalkan diberi ketabahan beliau meninggal dunia qusnul qotimah"
1,"irjen pol iza fadri dicopot sebagai kapolda sumsel karena mengimbau shalat berjamaah ya allah ada hambamu mu yg sholeh beliau di copot dari jabatannya hanya krena himbau sholat berjamaah di mana letak salahnya ya ya rabb smoga bapak kapolda di berikan panjang umur dan kedudukan lebih tinggi dari kapolda aamin prabowopresident"
0,"kemunculan video matahari terbit lebih dari satu yang diklaim terjadi di kepulauan riau kemunculan video matahari terbit lebih dari satu yang diklaim terjadi di kepulauan riau"
1,"info rekrutmen cpns pemerintah akan membuka penerimaan cpns daerah tahun sebayak tenaga guru sd smp smusmk sebanyak orang tenaga kesehatan dokter bidan perawat dll sebanyak orang tenaga lainnya sebanyak orang"
1,"anggota mossad israel tertangkap kamera cctv di sulawesi baru saja menjadi perbincangan hangat di kalangan intelijen dua orang anggota mossad israel tertangkap kamera cctv di sulawesi agen ini diduga sedang melatih kelompok teroris palsu yang juga sedang dilatih oleh brimob infovalid"
0,"ormas projo bantah keluarkan surat aksi kiri super senyap kami sudah terbiasa menghadapi fitnah seperti ini apa yang beredar di media sosial itu hoax dari bahasanya karakter penulisannya dan struktur kalimatnya sangat mudah ditebak pelakunya kader dan simpatisan projo sangat cerdas dan paham siapa pelakunya gampang ditebaklah hahaha "
1,"dua tahun menikah suami ceraikan tsamara hanya garagara pantatnya hitam urusan laporin si pantat hitam paling cepat"
1," politisi demokrat sebut rocky gerung dekat dengan gus dur abdurrahman wahid adalah sahabat lekat rockygerung gus dur tak pernah lupa ucapkan selamat natal padanya saat memimpin forum demokrasi statementstatement gus dur selalu ditunggu dan selalu jadi berita siapa yang ia percaya jadi ghost writer rocky gerung"
1,"isu imigran menggunakan nama orang indonesia info baru nihsdh masuk para imigran menggunakan nama indonesia jagankrikawan"
0,"klarifikasi terkait kasus perusakan kapel santo zakaria di ogan ilir gubernur sumatera selatan alex noerdin mengatakan perusakan rumah ibadah atau kapel tersebut murni kriminal"
0,"polisi buru ormas yang jadi dalang berita hoaks soal penyerangan ulama polisi buru ormas yang jadi dalang berita hoaks soal penyerangan ulama"
1,"foto pemakaman gus dur yang digunakan di tulisan pengakuan yang tertunda pengakuan yang tertunda ketika kami di cekoki buku buku tebal sejarah tahun indonesia merdeka ketika kami dipaksa menghapal pasal uud semula kami kesal jengkel padamu setelah sekian puluh tahun kami sadar terbangun dari mimpi kalimat reformasi adalah bom bunuh diri pada akhirnya kami harus akui bahwa dirimulah yang benar bertahuntahun selama menimba ilmu di sekolah tak hentinya kami dicekoki pelajaran penebal nasionalisme pelajaran bagaimana mencintai bangsa ini dan bagaimana menjaga kedaulatannya dari berbagai ancaman terutamanya komunis"
1,"pemerintah akan ngutang lagi untuk bayar bunga utang pemerintah akan ngutang lagi untuk bayar bunga utang"
0,"dapat info hoax kebakaran mobil damkar alami kecelakaan dan tewaskan anggota pemadam innaillahi wainnaillahi rojiun damkar indonesia kembali berduka mewakili rekanrekan pemadam kebakaran kota medan kami turut berduka cita atas kejadian yang menimpa rekanrekan damkar di poso"
1,"kak seto pendidikan karakter masih disepelekan ini kekeliruan dunia pendidikan kita yang menganggap mata pelajaran sains lebih penting dan mendiskriminasi budi pekerti akibatnya banyak anak cerdas yang justru terjerumus dalam narkoba seks bebas tawuran dan korupsi ketika dewasa"
0,"pria di kansas amerika meninggal ditembak polisi akibat hoax yang dibuat pemain game call of duty garagara sebuah lelucon konyol sebuah nyawa melayang kejadian ini telah menjadi mimpi buruk bagi keluarga korban dan departemen kepolisian kami"
0,"ini perbedaan netizen jurnalis dan wartawan kementerian komunikasi dan informatika kominfo menggelar forum dialog publik bersama blogger "
0,"bantah hoaks kominfo sebut registrasi sim murni untuk keamanan bantah hoaks kominfo sebut registrasi sim murni untuk keamanan"
1,"mie instan palsu x anda sebarkan berarti anda sudah menyelamatkan ribuan nyawa mie goreng berujung maut himbauan untuk seluruh masyarakat diposting oleh muslim berbagi di himbauan untuk semua penduduk mohon bantu sebarkan hatihatilah sudah mengedar mie instan palsu yang mengancam kesehatan serta keselamatan anak kita"
1,"masjid raya daan mogot atau kh hasyim asyari berbentuk salib mohon info nya apakah benar foto ini masjid di daanmogot ini dibangun dengan bentuk salib besar"
1,"menekan semua tombol saat lift terjatuh untuk mengaktifkan mekanisme keselamatannya cara penyelamatan diri saat berada didalam lift apabila lift terjun tak terkendali"
1,"penggiringan opini negatif atas kunjungan kapolda jabar ke situs gunung padang jabar maaf foto ini saya posting karena banyak beredar dimedsos sungguh tanpa ada maksud negatif saya hanya ingin bertanya kepada yang tau persis tentang bahasa tubuh pesan apa sih yang sebenarnya hendak disampaikan melalui penyebaran foto ini "
1," hatihati orang iseng tempel sticker pki di belakang mobil hatihati orang iseng tempel sticker pki di belakang mobil"
0,"anak palestina ditembak oleh tentara israel dari jarak dekat subhanallah anak palestina ini berlutut memandangi tentara israel yg menembaknya dari jarak dekat peluru menembusi jantung nya tapi coba lihat wajah syuhada ini tak ada menggambarkan kesakitan "
1," munculnya bara api di yaman munculnya bara api di yaman"
1,"foto pemakaman korban ledakan beirut heart wrenching moment the beirut blast victims were laid to rest todaybut their yearning for justice can be seen in the eyes of every family member who they ve left behind rip lebanon beirut victims beirutblast beirutinourhearts truthandjustice worstyear"
1,"situs gurubpcom inilah kerjaan menteri ojol koplak inilah kerjaan menteri ojol koplak yang justru merusak pendidikan moral anakanak"
1,"foto ribuan mobil impor hangus di pelabuhan beirut ribuan mobil impor baru masih terparkir rapi di pelabuhan beirut belum dikendaraihanya dalam waktu singkat kini laksana barang rongsokan yg tidak bisa dimanfaatkan lagi diberikan gratis pun seseoran masih berfikir keras untuk menerimanya"
1,"foto wapres maruf dengan narasi lebih suka jaga kursi dari pada agamanya lebih suka jaga kursi dari pada agamanya"
1,"hindari citos byk karyawannya terpapar covid area citos rawan info bapak hinndari citos byk karyawannya terpapar covid ini ada satu karyawannya masih sdg di isolasi di rumahnya menunggu tim medis evakuasi hasil swab positif area citos rawan"
1,"actor javed haider sells vegetables because there is no work due to the pandemic covid he is an actor aaj woh sabzi bech raha hain javed hyder or which if translated hi this actor today he sells vegetables javed haider"
1,"foto sekarang malesiya sapu habis penduduk asing perhatian perhatian sekarang malesiya makin darurat buat tkitkw yg ada di malesiya termaksud org tua kalinpacarsaudaraatau tetanganya harap berhati hati sekarang malesiya sapu habis penduduk asing "
1,"usia ke atas dilarang masuk mal hingga makan di kafe pada fase new normal pembatasan untuk orang berusia tahun ke atas di era new normal a dilarang masuk mal atau ke pasar b dilarang makan di restoran atau kafe"
1,"video sebagian pekerjaan pembangunan pltu morowali inilah sebagian dari pekerjaan pembangunan pltu morowali yg dikerjakan tka china sudah ditawarkan kpd pekerja lokal tetapi ga ada yg sanggupmau anda mau bertaruh nyawa dulu dibuka kesempatan kpd warga lokal namun tidak berani nah apa harus dipaksa lihat video"
1,"tuduhan foto interior lab darurat covid labkesda dki hasil mencomot kebiasaan kadrun nyomot foto buat bikin hoax"
1,"akibat salah pergaulan koalisi antara ayam dan doro akibat salah pergaulan koalisi antara kaum ayam dan kaum doro "
1,"coretan indikasi maling atau rampok mengincar rumah sekedar informasi penting kalau anda menemukan tulisan atau coretan di dinding tembok tiang telpon dan sejenis tiangtiang lainnya langsung saja dihapus atau memblok tulisan atau coretan tersebut karena ada indikasi malingmaling atau rampok yang mengincar rumah anda"
1,"peta sebaran covid wilayah situbondo peta sebaran covid wilayah situbondo"
1,"foto presiden joko widodo wfh wfh singkatan dari working from home alias kerja di rumah see "
1,"foto penampakan banjir yang terjang kawasan di ibu kota baru kalimantan banjir terjang kawasan di ibu kota baru sekolah diliburkan jokowi bertobatlah jangan rusak kalimantan yang cuma untungkan orang saja lebih baik sejahterakan rakyat dari pada pindah ibu kota jangan boros kasian rakyat dibawah ekonomi makin sulit"
1,"foto anies baswedan membaca buku pedoman menata kata kata bukan kota pantesaann "
1,"sempat diinformasikan gudangnya terendam banjir tokopedia nyatakan tidak benar vp of corporate communications tokopedia nuraini razak informasi mengenai gudang partner tokopedia untuk layanan fulfillment tokocabang terkena banjir adalah tidak benar"
1,"foto jokowi pakai kaos bertuliskan aica aibon ahh pakde bisa ajahmau dong pakde kaosnya presidenku"
1,"kecewa kader nu tak di jadikan menteri agama pbnu doakan jokowi kualat di nu sangat banyak pengurus dan tokoh yang berkualitas untuk mengisi pos menteri agama pak jokowi bebas memilih asal kader nu dan dekat dengan ulama jika tidak diberikan ke nu saya yakin presiden jokowi bisa kualat"
1,"video berjudul inalilahiwainairojiun telah meninggal dunia bpk wiranto selamat jln bpk wiranto inalilahiwainairojiun telah meninggal dunia bpk wiranto selamat jln bpk wiranto"
1,"video potongan kanker menjauhi bawang putih mendekati emas inilah potongan kanker setelah dikeluarkan dari tubuh pasien ternyata kanker itu makhluk hidup didekatkan bawang putih dia menjauh tapi dikasih emas dia malah mendekat pantas kalo di dalam tubuh dia beranak dan memakan darah dan daging"
